id,Title,Cities
9686,1910 Yonge Street Condos,Toronto
37825,199 Church Condominiums Retail,Toronto
9682,199 Church Street Condos,Toronto
9678,2 Tecumseth Condos,Toronto
9670,200 Russell Hill Condos,Toronto
9668,2010 Yonge Street Condos,Toronto
9666,2039 Yonge Street Condos,Toronto
9664,21 Broadview Avenue Condos,Toronto
9660,214 Merton Street Condos,Toronto
9658,215 Lake Shore Blvd East Condos,Toronto
9652,2189 Lakeshore Condos,Toronto
9646,239 Dundas Street East Condos,Toronto
9642,2402 Dufferin Street Condos,Toronto
9636,2489 Dufferin Street Condos,Toronto
9634,250 Church Street Condos,Toronto
9632,250 Lawrence Condos,Toronto
9628,252 Church Condos,Toronto
9622,260 High Park Condos,Toronto
9616,28 Eastern Condos,Toronto
9612,289 Balliol Street Condos,Toronto
9608,296 King Street East Condos,Toronto
9598,3089 Danforth,Toronto
9594,316 Junction Condos,Toronto
9588,321 Davenport Condos,Toronto
9585,33 Avenue Road Condos,Toronto
9583,330 Richmond,Toronto
9581,346 Davenport Condos,Toronto
9573,354 Pape Avenue Condos,Toronto
9571,357 King West Condos,Toronto
9569,36 Birch Avenue Townhomes,Toronto
9559,399 Yonge Street Condos,Toronto
9557,400 King West Condos,Toronto
6793,41 Wabash Towns,Toronto
9555,411 King West Condos,Toronto
9553,419 College Street Condos,Toronto
9543,44 Broadway Avenue Condos,Toronto
9539,45 Balliol Street Condos,Toronto
9537,452 Bathurst Street Condos,Toronto
9535,46 Spadina Avenue Condos,Toronto
9527,485 Wellington Street West Condos,Toronto
9515,50 Merton Street Condos,Toronto
9499,543 Richmond Condos,Toronto
9495,55C Condos,Toronto
9493,57 Brock Condos,Toronto
9479,64 Bathurst Street Apartments,Toronto
9477,65 George Street Condos,Toronto
9475,685 Lake Shore Boulevard East Condos,Toronto
9473,699 Lawrence West Condos,Toronto
9469,7 On The Park Condos,Toronto
9457,75 On The Esplanade,Toronto
9454,77 Roehampton Condos,Toronto
9452,778 King Street West Condos,Toronto
9446,8 Cumberland Condos,Toronto
51382,8 Cumberland Retail,Toronto
9444,8 Elm Street Condos,Toronto
9442,8 Haus Boutique Condos,Toronto
6646,8 Temple Condos,Toronto
9440,8 Wellesley Residences,Toronto
9438,80 Bloor Street West Condos,Toronto
9422,859 West Condos,Toronto
9418,875 Queen East Condos,Toronto
9414,88 Queen Condos,Toronto
9412,88 Scott Condos,Toronto
9400,906 Yonge Street Condos,Toronto
9394,95 St Joseph Street Condos,Toronto
9374,Adagio Condos,Toronto
9365,AKRA Living Condos,Toronto
9359,ALiAS Condos,Toronto
6815,Allure Condos,Toronto
9351,Amsterdam Urban Towns,Toronto
9347,Angular Condos,Toronto
9341,ANX Condos,Toronto
9333,AQUABELLA at Bayside,Toronto
9330,Aqualina Condos at Bayside,Toronto
9328,Aqualuna Condos,Toronto
9322,AquaVista at Bayside,Toronto
9316,Arch Lofts,Toronto
9308,Art Shoppe Lofts + Condos,Toronto
9300,Artistry Condos,Toronto
9298,Artists Alley Condos,Toronto
9294,Artsy Boutique Condominiums,Toronto
9290,Artworks Condos,Toronto
9282,Auberge On the Park,Toronto
9280,Auberge On The Park Condos 2,Toronto
9268,Avenue & Park Condos,Toronto
9267,Avenue 151 Yorkville Condos,Toronto
9253,Azura Condos,Toronto
9243,Bartley Towns,Toronto
9241,Bathurst & Richmond Condos,Toronto
9239,Bauhaus Condos,Toronto
9235,Baytree Towns,Toronto
9233,Bayview at The Village,Toronto
6757,Bellwoods House Condos,Toronto
9205,Bianca Condos,Toronto
9204,Biblio Lofts,Toronto
9202,BIG King West Condos,Toronto
9200,Bijou On Bloor Condos,Toronto
6783,Birchley Park Condos,Toronto
9188,B-Line Condos,Toronto
9186,Block 13 Condos,Toronto
9176,Bloorvista At Islington Terrace,Toronto
23482,BLVD. Q Condos,Toronto
9130,BT Modern Towns Bayview Village,Toronto
9122,Burke Condos,Toronto
9106,Canary Commons,Toronto
9104,Canary House Condos,Toronto
9092,Casa 3 Condos,Toronto
9080,Celeste Condos,Toronto
9076,Central Condos,Toronto
9070,Centricity Condos,Toronto
9054,Chateau Auberge Condos,Toronto
9045,Church Wellesley Condos,Toronto
9043,Cielo Condos,Toronto
6665,Cliffside Condos,Toronto
6825,Concord Canada House Condos,Toronto
9025,Concord Sky Condos,Toronto
8999,Craft Residences,Toronto
6630,Craigleith Ridge Homes,Toronto
8989,Crest at Crosstown,Toronto
8979,Curio Condos,Toronto
8977,Cypress Condos Pinnacle Etobicoke,Toronto
8971,Daniels Dueast Condos,Toronto
8962,Daniels Keelesdale 3 Condos,Toronto
8954,Daniels on Parliament Condos,Toronto
8950,Danny Danforth Condos,Toronto
8948,Dawes Condos,Toronto
8906,Dundas Square Gardens Condos,Toronto
8898,E2 Condos,Toronto
8890,East 55 Condos,Toronto
8888,East Junction Condos,Toronto
8887,East Pointe Condominiums,Toronto
8866,Eight Forty Condos,Toronto
8862,Elektra Condos,Toronto
8858,Elevate Towns,Toronto
8856,Eleven Altamont Towns,Toronto
8820,Empire Maven Condos,Toronto
8818,Empire Maverick Condos,Toronto
8816,Empire Midtown,Toronto
8810,Empire Quay House Condos,Toronto
8804,Encore District Condos,Toronto
8774,Express Condos,Toronto
8768,Fairfield Towns,Toronto
8758,Field House Towns,Toronto
8752,Fleur Condos,Toronto
8747,Forest Hill Private Residences,Toronto
8743,Foret Condos,Toronto
8741,FORMA Condos,Toronto
8737,Fortune at Fort York Condos,Toronto
8735,Four Me Condos,Toronto
52781,Freed Hotel & Residences Condos,Toronto
8715,Galleria 3 Condos,Toronto
8709,Galleria on the Park 2,Toronto
8707,Galleria on the Park Condos,Toronto
8694,Geary Factory Lofts,Toronto
8688,George Condos & Towns,Toronto
8656,Grain Lofts,Toronto
8628,Halo Residences on Yonge,Toronto
8612,Harris Square Condos,Toronto
8602,Heartwood The Beach,Toronto
8576,Highlights Condos and Towns,Toronto
8568,Hillhurst Towns,Toronto
8556,Home Power Adelaide Condos,Toronto
8546,House of Assembly Condo,Toronto
8530,Hyde Park Towns,Toronto
8522,in.DE Condos,Toronto
8928,Islington Village Towns,Toronto
8504,JAC Condos,Toronto
8500,Jade Waterfront Condos,Toronto
8498,James Condos,Toronto
25621,Joya Condos,Toronto
8489,Junction House Condos,Toronto
8485,Junction Square Condos,Toronto
8483,Kazmir Condos,Toronto
8481,Keewatin Towns,Toronto
8451,King\u2019s Landing Condos,Toronto
8449,Kingly Condos,Toronto
8437,Kingsway by the River,Toronto
8435,Kingsway Crescent Condos,Toronto
8414,Lakeside Condos West Tower,Toronto
8396,Lambton Towns,Toronto
8384,Leaside Common Condos,Toronto
8382,Leaside Manor,Toronto
8380,LeftBank Condos,Toronto
8372,Liberty Market Tower Condos,Toronto
8364,Line 5 Condos,Toronto
36499,Line 5 Condos South Tower,Toronto
29274,Marquette Urban Towns,Toronto
8272,Max Condos,Toronto
8260,ME 2 Condos,Toronto
8246,Midtowns On The Subway,Toronto
8242,Milan Condos,Toronto
8227,Minto Westside,Toronto
8225,Minto Yorkville Park,Toronto
8221,Mirabella Luxury Condos,Toronto
8199,Monde Condos,Toronto
8189,Monza Condos,Toronto
8184,Motto Condos,Toronto
8176,MRKT Alexandra Park Condos,Toronto
8164,N55 Mercer Condos,Toronto
8160,Nahid on Broadview,Toronto
8154,Natasha The Residences,Toronto
8142,No. 31 Condos,Toronto
8140,No. 7 Rosedale Condos,Toronto
8129,Nordic Condos,Toronto
8109,Notting Hill Condos 2,Toronto
8105,Nova Urban Towns,Toronto
8051,One Bloor,Toronto
8047,One Delisle Condos,Toronto
8045,One Forest Hill Condos,Toronto
49011,One Roxborough West Condos,Toronto
37729,One Ten Avenue Road Condos,Toronto
8023,Oscar Residences,Toronto
8015,Panda Condos,Toronto
8004,Parfait At Atria,Toronto
6656,Park Road Condos,Toronto
7986,Parkside Towns at Saturday,Toronto
7981,Parliament & Co Retails,Toronto
7962,Peter & Adelaide Retail,Toronto
7960,Peter Street,Toronto
7958,Piano Towns,Toronto
7954,Pier 27 Condos,Toronto
7952,Pier 27 Phase 3,Toronto
7948,Platform Condos,Toronto
7945,Plaza Midtown Condos,Toronto
7940,Poet Condos,Toronto
7926,Prime Condos,Toronto
25312,Privilla Condos,Toronto
7912,Queen & Ashbridge Condos,Toronto
7910,Queen Central Condominiums,Toronto
7908,Queen Church Condos,Toronto
7902,Queensview At Backyard Condos,Toronto
6710,Raglan House Condos,Toronto
6652,Reside on Richmond Condos,Toronto
6787,Residences at Bluffers Park Condos,Toronto
7866,Reunion Crossing Condo,Toronto
7846,River and Dundas Condos,Toronto
7844,River and Fifth Condos,Toronto
7776,Saturday in Downsview Park Condos 2,Toronto
7772,Savile on the Roe,Toronto
7766,SCOUT Condos,Toronto
7762,Seasons Villas Condos Phase 2,Toronto
7756,Selene at Metrogate Condos,Toronto
7729,Sixty Five Broadway Condos,Toronto
7725,SkyTower at One Yonge Condos,Toronto
7711,Social Condos,Toronto
7701,Sonic & Supersonic Condos,Toronto
7691,South Forest Hill Residences,Toronto
7677,Spirits Condos,Toronto
7666,SQ2 at Alexandra Park,Toronto
7658,St. Regis Residences,Toronto
7657,Stanley Condos,Toronto
7645,Stockyards District Residences,Toronto
7643,Stockyards District Residences Retails,Toronto
7633,Studio 2 on Richmond,Toronto
7629,Sugar Wharf Condos,Toronto
7623,Sunday School Lofts,Toronto
7590,Ten York Condos,Toronto
7578,The 2800 Condos,Toronto
6797,The 9Hundred Condos,Toronto
7562,The Bartholomew Condos,Toronto
7560,The Bedford Condos,Toronto
7535,The Bread Company Condos,Toronto
7521,The Capitol Residences,Toronto
7519,The Carvalo on College,Toronto
7513,The Chaplin,Toronto
7511,The Charles at Church,Toronto
6690,The Citadel Condos,Toronto
7486,The Davies Condos,Toronto
7482,The Davisville Condos,Toronto
7476,The Diamond Condominiums on Yonge,Toronto
7472,The Dupont Condos,Toronto
7468,The Eglinton Condos,Toronto
7458,The Essery Condos,Toronto
7454,The Forest Hill Condos,Toronto
7446,The Frederick Condos,Toronto
7444,The Garden District Condos,Toronto
7434,The Georgian Residences,Toronto
7430,The Gloucester Medical Centre,Toronto
7428,The Gloucester on Yonge,Toronto
7426,The Goode Condos,Toronto
7420,The Grove Condos,Toronto
28725,The Hill Residences Condos,Toronto
7408,The Humber Condos,Toronto
7404,The Jack Condos,Toronto
7402,The Jackson Towns,Toronto
7392,The LakeFront,Toronto
7390,The LakeShore Condo,Toronto
6738,The Leaside Condos,Toronto
6667,The Lofthouse Condos,Toronto
7384,The Logan Residences,Toronto
7382,The Loop Urban Towns,Toronto
7352,The New Lawrence Heights Town,Toronto
7346,The One Bloor West,Toronto
7344,The Peak At Emerland City,Toronto
7340,The Pemberton 33 Yorkville Condos,Toronto
7338,The Perry Condos,Toronto
7336,The Plant Condos,Toronto
7328,The Prestige Condos at Pinnacle One Yonge,Toronto
7318,The Reserve Collection,Toronto
7306,The Rhodes,Toronto
23358,The Riv Condos,Toronto
7302,The Roncy Condos,Toronto
7298,The Rosedale on Bloor Condos,Toronto
7292,The Saint Condos,Toronto
7280,The Stockton Condos,Toronto
7276,The Sutton Collection,Toronto
51470,The Towns of Lambton Mills,Toronto
7252,The Twelve Hundred,Toronto
7248,The United BLDG Condos,Toronto
7236,The Village Residences,Toronto
7222,The Well Condos,Toronto
7220,The Well Condos 3,Toronto
7215,The Westmount Boutique Residences,Toronto
7213,The Whitfield Condos,Toronto
7209,The Winslow Condos,Toronto
48093,The Winston Collection Townhomes,Toronto
7205,The Wyatt Condos,Toronto
7203,Theatre District Tower,Toronto
7199,Theory Condos,Toronto
7197,Thirty Six Zorra Condo,Toronto
7191,Time and Space Condos,Toronto
7188,Totem Condos,Toronto
7182,Tower III Crosstown,Toronto
7151,Tretti Condos,Toronto
7131,Twenty Lombard,Toronto
7088,Untitled Toronto Condos,Toronto
7086,UOVO BOUTIQUE CONDOS,Toronto
7022,Via Bloor Condos,Toronto
7014,Victory Silo Condos,Toronto
7012,Vida Condos at Bayview Village,Toronto
7000,Vita on the Lake Condos,Toronto
6996,VIVO Condos,Toronto
6974,Waterworks Condos,Toronto
6958,WestBeach Condominiums,Toronto
6956,Westbend Residences,Toronto
6624,Westbrant heights Towns,Toronto
6946,Westlake Encore Condos,Toronto
6944,WestLine Condos,Toronto
6930,Whitehaus Condos,Toronto
6914,Wonder Condos,Toronto
6894,XO Condos,Toronto
6892,XO Condos 2,Toronto
6890,Y&S Condos,Toronto
6880,Yonge & Birch Condos,Toronto
6878,Yonge + Rich Condos,Toronto
6876,Yonge and Wellesley Offices,Toronto
6874,Yonge At Wellesley Station Condos,Toronto
6866,Yorkville Plaza Condominiums,Toronto
6864,Yorkville Private Estates,Toronto
6854,Zen King West Condos,Toronto
9007,Countryside Pointe,Uxbridge
8193,Montgomery Meadows,Uxbridge
7914,Q1 Condos,Uxbridge
6900,Wyldwood Trail Towns,Uxbridge
9694,180 Steeles Avenue West Condos,Vaughan
9450,7800 Jane Street Condos,Vaughan
9416,88 Nashville Townhomes,Vaughan
9390,9560 Islington Urban Towns,Vaughan
9384,Abeja District Condos,Vaughan
9382,Abeja District Condos 3,Vaughan
9314,Archetto Woodbridge Towns,Vaughan
9292,ArtWalk Condos,Vaughan
6696,Atelier Park Condos,Vaughan
9164,Boulevard Condos Thornhill,Vaughan
9162,Boutik Condominium,Vaughan
9154,Bravo Condos,Vaughan
9058,Charisma Condos,Vaughan
9056,Charisma Condos 2,Vaughan
9017,Copperwood Kleinburg,Vaughan
8908,Dufferin Vistas,Vaughan
56845,Dufferin Vistas Homes Phase 2,Vaughan
8864,Elegance Luxury Residences,Vaughan
61708,Encore at Bravo Condos,Vaughan
8786,Evoke Modern Towns,Vaughan
8772,Faberge Collection,Vaughan
8762,Festival Condos,Vaughan
8756,Fifth at Charisma Condos,Vaughan
8662,GO.2 Condos,Vaughan
8650,Grand Festival,Vaughan
8632,Groove Urban Condos,Vaughan
8596,Heritage Village Towns,Vaughan
8572,Highway 7 & Jane Condos,Vaughan
8566,Hillmont at SXSW,Vaughan
8564,Hillmont at SXSW Final Tower,Vaughan
8431,Klein Estates,Vaughan
59767,Klein Estates Townhomes,Vaughan
8429,Kleinburg Crown Estates,Vaughan
8427,Kleinburg Summit,Vaughan
8326,M2 Towns,Vaughan
8280,Marquis Condos,Vaughan
8262,McMichael Estates,Vaughan
8217,Mobilio Condo,Vaughan
8215,Mobilio Condos South Tower,Vaughan
8213,Mobilio Towns,Vaughan
8135,Nord Condos,Vaughan
8133,Nord East at Expo City,Vaughan
8131,Nord Expo 4 Condos,Vaughan
8000,Park Avenue Place Condos,Vaughan
7996,Park Place Condos,Vaughan
60066,Pine Valley Homes,Vaughan
7936,Port Royal Collection at Kleinburg Crown,Vaughan
7922,Promenade Park Condos,Vaughan
7920,Promenade Park Towers 2,Vaughan
7888,Ravines of Islington Encore,Vaughan
7874,Renaissance Townes,Vaughan
7818,Rosepark Townhomes,Vaughan
30861,SXSW Condos 2,Vaughan
7611,SXSW Towns,Vaughan
7603,TC Towns,Vaughan
7564,The Arthur Towns,Vaughan
7502,The Collection Towns,Vaughan
7488,The Daniels Beverley Condos,Vaughan
7462,The Enclave on Nashville,Vaughan
7380,THE MACK TOWNS,Vaughan
7378,The Mackenzie Condos,Vaughan
7300,The Rose Hill Condos,Vaughan
7272,The Tesoro Collection,Vaughan
7268,The Thornhill Condos,Vaughan
7260,The Towns of Rutherford Heights,Vaughan
7161,Transit City 4 Condos,Vaughan
7159,Transit City 5 Condo,Vaughan
7113,Ultra Towns,Vaughan
7052,URBAN TOWNS IN UPPER THORNHILL WOODS,Vaughan
58504,V City Condos,Vaughan
7008,Vincent Condos,Vaughan
6912,Woodbridge Park,Vaughan
6902,WYCLIFFE PROMENADE,Vaughan
7743,Shoreline Point Homes,Wasaga Beach
7647,Sterling Estates,Wasaga Beach
6984,Wasaga Beach Lux Condos,Wasaga Beach
8180,Mountainview Heights,Waterdown
8178,Mountainview Heights Phase 2,Waterdown
9361,Albert Street Students House,Waterloo
6789,Flex Condos,Waterloo
8340,Louie Condos,Waterloo
8209,Moda Condos,Waterloo
8041,ONE28 King Street Condos,Waterloo
7788,Sage X Condos,Waterloo
7668,Spur Line Common,Waterloo
7639,Strata Condos,Waterloo
7617,Sunview Suites Condos,Waterloo
7549,The Block Condos,Waterloo
6663,The Jake Condos,Waterloo
7165,Trailside Towns,Waterloo
7006,Vista Hills Towns,Waterloo
59827,Canal Water Views Homes,Welland
8828,Empire Canals Towns,Welland
56766,Empire Legacy Homes,Welland
58655,Harvest Oak Homes,Welland
7794,Saffron Estates Towns,Welland
7334,The Point,Welland
7064,Upper Vista Welland,Welland
9138,Brooklin Corners Phase 2 Townhomes,Whitby
9136,Brooklin Heights,Whitby
6673,Brooklin Towns,Whitby
9052,Chelsea Hill Homes,Whitby
30068,Folkstone Towns,Whitby
8731,Four Sixteen Whitby Condos,Whitby
8721,Fresh Urban Towns,Whitby
8622,Harbour Ten10 Condo,Whitby
61976,Hello Brooklin Homes,Whitby
8590,Hiddenbrook Towns,Whitby
8582,Highcrest Whitby Shores,Whitby
8550,Horizons Modern Towns,Whitby
8101,Now Condos,Whitby
8099,Now Towns,Whitby
7814,Rossmont Green Condos,Whitby
7812,Rossmont Green Condos 2,Whitby
7733,Sincerely Acorn Towns,Whitby
7655,Station No. 3 Condos,Whitby
47943,Station No. 3 Retail,Whitby
36320,The Attersley Homes,Whitby
7386,The Landing Condos,Whitby
7256,The Trails of Country Lane,Whitby
7228,The W Condos,Whitby
7228,The W Condos,Whitby
7020,Victoria Crossing Industrial Condos,Whitby
6934,Whitby Meadows,Whitby
55937,Whitby Meadows Homes,Whitby
31323,Whitby Meadows Towns,Whitby
59777,ZancorBrooklin Homes,Whitby
9388,9th & Main Condos,Whitchurch-Stouffville
9251,Baker Hill Towns,Whitchurch-Stouffville
9037,Cityside Towns,Whitchurch-Stouffville
8840,Elm & Co. Towns,Whitchurch-Stouffville
8493,Joy Square Towns,Whitchurch-Stouffville
8312,Main & Co. Townhomes,Whitchurch-Stouffville
7163,Trailways,Whitchurch-Stouffville
6970,Wedgewood,Whitchurch-Stouffville
58600,Heartwood Homes,Woodstock
